Kunden-Nr (AB) rel;Rechungskonto_2017;Rechnungskonto_2024;Kundenreferenz_bei_VF;Name des Rechnungsempfängers;zusätzlicher Text;Rechtsform;Straße;Hausnr.;PLZ;Ort;InfoRKTO;Freigabe(J/N) oder Datum
1938856880;1039756260;1056309364;;Landratsamt Lichtenfels;Arbeitsbereich IuK;;Kronacher Str.;28;96215;Lichtenfels;<h3>Rechnungsanschrift: </h3><p>Landratsamt Lichtenfels Arbeitsbereich IuK<br>Kronacher Str. 28<br>96215 Lichtenfels<p>Kundenreferenz bei Vodafone: ;
1938856880;1043293341;1056309651;;Landratsamt Lichtenfels;Arbeitsbereich IuK;;Kronacher Str.;28;96215;Lichtenfels;<h3>Rechnungsanschrift: </h3><p>Landratsamt Lichtenfels Arbeitsbereich IuK<br>Kronacher Str. 28<br>96215 Lichtenfels<p>Kundenreferenz bei Vodafone: ;
1938857171;1039756501;1056308763;;Landratsamt Lindau (Bodensee);;;Bregenzerstr.;35;88131;Lindau (Bodensee);<h3>Rechnungsanschrift: </h3><p>Landratsamt Lindau (Bodensee) <br>Bregenzerstr. 35<br>88131 Lindau (Bodensee)<p>Kundenreferenz bei Vodafone: ;
1938857021;1039756451;1056309466;;Landratsamt Main-Spessart;SG10.1-IuK;;Marktplatz;8;97753;Karlstadt;<h3>Rechnungsanschrift: </h3><p>Landratsamt Main-Spessart SG10.1-IuK<br>Marktplatz 8<br>97753 Karlstadt<p>Kundenreferenz bei Vodafone: ;
1938856830;1039756410;1055919041;;Landratsamt Miesbach;FB 11.03 IT-1115640.543114;;Rosenheimer Str.;1;83714;Miesbach;<h3>Rechnungsanschrift: </h3><p>Landratsamt Miesbach FB 11.03 IT-1115640.543114<br>Rosenheimer Str. 1<br>83714 Miesbach<p>Kundenreferenz bei Vodafone: ;
1939608018;1040293394;1056309603;;Landratsamt Miltenberg;;;Brückenstr.;2;63897;Miltenberg;<h3>Rechnungsanschrift: </h3><p>Landratsamt Miltenberg <br>Brückenstr. 2<br>63897 Miltenberg<p>Kundenreferenz bei Vodafone: ;
1938857130;1039756210;1056152842;;Landratsamt Mühldorf a. Inn;;;Töginger Str.;18;84453;Mühldorf a.Inn;<h3>Rechnungsanschrift: </h3><p>Landratsamt Mühldorf a. Inn <br>Töginger Str. 18<br>84453 Mühldorf a.Inn<p>Kundenreferenz bei Vodafone: ;
1938856871;1039756251;1056236791;;Landratsamt München;Fachbereich 1.2.1;;Mariahilfplatz;17;81541;München;<h3>Rechnungsanschrift: </h3><p>Landratsamt München Fachbereich 1.2.1<br>Mariahilfplatz 17<br>81541 München<p>Kundenreferenz bei Vodafone: ;
1938856927;1039756307;1056309547;;Landratsamt Neuburg-Schrobenhausen;;;Platz der Deutschen Einheit;1;86633;Neuburg a.d.Donau;<h3>Rechnungsanschrift: </h3><p>Landratsamt Neuburg-Schrobenhausen <br>Platz der Deutschen Einheit 1<br>86633 Neuburg a.d.Donau<p>Kundenreferenz bei Vodafone: ;
1938857030;1039756460;1056239192;;Landratsamt Neumarkt i.d. OPf.;02-EDV;;Nürnberger Str.;1;92318;Neumarkt i.d.OPf.;<h3>Rechnungsanschrift: </h3><p>Landratsamt Neumarkt i.d. OPf. 02-EDV<br>Nürnberger Str. 1<br>92318 Neumarkt i.d.OPf.<p>Kundenreferenz bei Vodafone: ;
1938856971;1039756151;1056309309;;Landratsamt Neustadt a. d. Aisch;;;Konrad-Adenauer-Str.;1;91413;Neustadt a.d. Aisch;<h3>Rechnungsanschrift: </h3><p>Landratsamt Neustadt a. d. Aisch <br>Konrad-Adenauer-Str. 1<br>91413 Neustadt a.d. Aisch<p>Kundenreferenz bei Vodafone: ;
1938856914;1039756294;1056143842;;Landratsamt Neu-Ulm;Fachbereich 15;;Kantstr.;8;89231;Neu-Ulm;<h3>Rechnungsanschrift: </h3><p>Landratsamt Neu-Ulm Fachbereich 15<br>Kantstr. 8<br>89231 Neu-Ulm<p>Kundenreferenz bei Vodafone: ;
1938857132;1039756212;1055982941;;Landratsamt Nürnberger Land;;;Waldluststr.;1;91207;Lauf a.d.Pegnitz;<h3>Rechnungsanschrift: </h3><p>Landratsamt Nürnberger Land <br>Waldluststr. 1<br>91207 Lauf a.d.Pegnitz<p>Kundenreferenz bei Vodafone: ;
1938857132;1045235191;1055982645;;Landratsamt Nürnberger Land;SG 54.2;;Waldluststr.;1;91207;Lauf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Nürnberger Land SG 54.2<br>Waldluststr. 1<br>91207 Lauf<p>Kundenreferenz bei Vodafone: ;
1938857132;1048257941;1055982644;;Gemeinde Rückersdorf;Herrn Manfred Hofmann;;Hauptstr.;20;90607;Rückersdorf;<h3>Rechnungsanschrift: </h3><p>Gemeinde Rückersdorf Herrn Manfred Hofmann<br>Hauptstr. 20<br>90607 Rückersdorf<p>Kundenreferenz bei Vodafone: ;
1938857176;1039756506;1056308757;;Landratsamt Oberallgäu;;;Oberallgäuer Platz;2;87527;Sonthofen;<h3>Rechnungsanschrift: </h3><p>Landratsamt Oberallgäu <br>Oberallgäuer Platz 2<br>87527 Sonthofen<p>Kundenreferenz bei Vodafone: ;
1939608069;1040293495;1055846301;;Landratsamt Ostallgäu;;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu <br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: ;
1939608069;1045227091;1056046392;Asyl MPLS;Landratsamt Ostallgäu;;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu <br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: Asyl MPLS;
1939608069;1048614391;1056309608;(ASYL, Nordstr. 24, MOD);Landratsamt Ostallgäu;;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu <br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: (ASYL, Nordstr. 24, MOD);
1939608069;1048614441;1056309458;Senioren-u. Pflegeheim Obergünzburg;Landratsamt Ostallgäu;;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu <br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: Senioren-u. Pflegeheim Obergünzburg;
1939608069;1048624941;1056046293;Senioren- u. Pflegeheim Buchloe;Landratsamt Ostallgäu;;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu <br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: Senioren- u. Pflegeheim Buchloe;
1939608069;1048626041;1056046292;Senioren- u. Pflegeheim Waal;Landratsamt Ostallgäu;;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu <br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: Senioren- u. Pflegeheim Waal;
1940513711;1040926691;1056309053;Berufsschule Füssen;Landratsamt Ostallgäu;Fachbereich Z 1 - IuK;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu Fachbereich Z 1 - IuK<br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: Berufsschule Füssen;
1950682011;1048937241;1056309360;Bauhof Dösingen;Landratsamt Ostallgäu;Fachbereich Z 1 - IuK;;Schwabenstr.;11;87616;Marktoberdorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Ostallgäu Fachbereich Z 1 - IuK<br>Schwabenstr. 11<br>87616 Marktoberdorf<p>Kundenreferenz bei Vodafone: Bauhof Dösingen;
1938856811;1039756391;1056309460;;Landratsamt Passau;;;Domplatz;11;94032;Passau;<h3>Rechnungsanschrift: </h3><p>Landratsamt Passau <br>Domplatz 11<br>94032 Passau<p>Kundenreferenz bei Vodafone: ;
1938856832;1039756412;1056308862;;Landratsamt Pfaffenhofen a.d. Ilm;;;Hauptplatz;22;85276;Pfaffenhofen a.d. Ilm;<h3>Rechnungsanschrift: </h3><p>Landratsamt Pfaffenhofen a.d. Ilm <br>Hauptplatz 22<br>85276 Pfaffenhofen a.d. Ilm<p>Kundenreferenz bei Vodafone: ;
1938856877;1039756257;1056309219;;Landratsamt Regen;;;Poschetsrieder Str.;16;94209;Regen;<h3>Rechnungsanschrift: </h3><p>Landratsamt Regen <br>Poschetsrieder Str. 16<br>94209 Regen<p>Kundenreferenz bei Vodafone: ;
1938857014;1039756444;1056124943;;Landratsamt Regensburg;;;Altmühlstr.;3;93059;Regensburg;<h3>Rechnungsanschrift: </h3><p>Landratsamt Regensburg <br>Altmühlstr. 3<br>93059 Regensburg<p>Kundenreferenz bei Vodafone: ;
1938857061;1039756341;1056308800;;Landratsamt Rhön-Grabfeld;;;Spörleinstraße;11;97616;Bad Neustadt a.d. Saale;<h3>Rechnungsanschrift: </h3><p>Landratsamt Rhön-Grabfeld <br>Spörleinstraße 11<br>97616 Bad Neustadt a.d. Saale<p>Kundenreferenz bei Vodafone: ;
1945126611;1044444641;1056153341;;Landratsamt Rosenheim;;;Wittelsbacherstr.;53;83022;Rosenheim;<h3>Rechnungsanschrift: </h3><p>Landratsamt Rosenheim <br>Wittelsbacherstr. 53<br>83022 Rosenheim<p>Kundenreferenz bei Vodafone: ;
1938857127;1039756207;1056308968;Behördennetz;Landratsamt Roth;;;Weinbergweg;1;91154;Roth;<h3>Rechnungsanschrift: </h3><p>Landratsamt Roth <br>Weinbergweg 1<br>91154 Roth<p>Kundenreferenz bei Vodafone: Behördennetz;
1938856878;1039756258;1056084292;;Landkreis Rottal-Inn;SG 10 IuK;;Ringstr.;4;84347;Pfarrkirchen;<h3>Rechnungsanschrift: </h3><p>Landkreis Rottal-Inn SG 10 IuK<br>Ringstr. 4<br>84347 Pfarrkirchen<p>Kundenreferenz bei Vodafone: ;
1938857161;1039756491;1056309001;;Landratsamt Schwandorf;;;Wackersdorfer Str.;80;92421;Schwandorf;<h3>Rechnungsanschrift: </h3><p>Landratsamt Schwandorf <br>Wackersdorfer Str. 80<br>92421 Schwandorf<p>Kundenreferenz bei Vodafone: ;
1938856928;1039756308;1055918891;;Landratsamt Schweinfurt;;;Schrammstr.;1;97421;Schweinfurt;<h3>Rechnungsanschrift: </h3><p>Landratsamt Schweinfurt <br>Schrammstr. 1<br>97421 Schweinfurt<p>Kundenreferenz bei Vodafone: ;
1938856979;1039756159;1056239194;;Landratsamt Starnberg;;;Strandbadstr.;2;82319;Starnberg;<h3>Rechnungsanschrift: </h3><p>Landratsamt Starnberg <br>Strandbadstr. 2<br>82319 Starnberg<p>Kundenreferenz bei Vodafone: ;
1938857027;1039756457;1055916543;;Landratsamt Straubing-Bogen;;;Leutnerstr.;15;94315;Straubing;<h3>Rechnungsanschrift: </h3><p>Landratsamt Straubing-Bogen <br>Leutnerstr. 15<br>94315 Straubing<p>Kundenreferenz bei Vodafone: ;
1938857164;1039756494;1055846299;;Landratsamt Tirschenreuth;;;Mähringer Str.;7;95643;Tirschenreuth;<h3>Rechnungsanschrift: </h3><p>Landratsamt Tirschenreuth <br>Mähringer Str. 7<br>95643 Tirschenreuth<p>Kundenreferenz bei Vodafone: ;
1938856962;1039756142;1056239193;;Landratsamt Traunstein;;;Papst-Benedikt-XVI.-Platz;-;83278;Traunstein;<h3>Rechnungsanschrift: </h3><p>Landratsamt Traunstein <br>Papst-Benedikt-XVI.-Platz -<br>83278 Traunstein<p>Kundenreferenz bei Vodafone: ;
1939607961;1040293341;1056308910;;Zweckverband für Rettungsdienst- und Feuerwehralarmierung;;;Gewerbepark Kaserne;15a;83278;Traunstein;<h3>Rechnungsanschrift: </h3><p>Zweckverband für Rettungsdienst- und Feuerwehralarmierung <br>Gewerbepark Kaserne 15a<br>83278 Traunstein<p>Kundenreferenz bei Vodafone: ;
1942374311;1042229491;1056308762;;ZRF Traunstein;;;Gewerbepark Kaserne;15;83278;Traunstein;<h3>Rechnungsanschrift: </h3><p>ZRF Traunstein <br>Gewerbepark Kaserne 15<br>83278 Traunstein<p>Kundenreferenz bei Vodafone: ;
1939608666;1040293792;1056309004;;Landratsamt Unterallgäu;;;Bad Wörishofer Str.;33;87719;Mindelheim;<h3>Rechnungsanschrift: </h3><p>Landratsamt Unterallgäu <br>Bad Wörishofer Str. 33<br>87719 Mindelheim<p>Kundenreferenz bei Vodafone: ;
1938856827;1039756407;1056309109;;Landratsamt Weilheim-Schongau;;;Pütrichstr.;8;82362;Weilheim;<h3>Rechnungsanschrift: </h3><p>Landratsamt Weilheim-Schongau <br>Pütrichstr. 8<br>82362 Weilheim<p>Kundenreferenz bei Vodafone: ;
1938856865;1039756245;1056070141;;Landratsamt Weißenburg-Gunzenhausen;;;Bahnhofstr.;2;91781;Weißenburg;<h3>Rechnungsanschrift: </h3><p>Landratsamt Weißenburg-Gunzenhausen <br>Bahnhofstr. 2<br>91781 Weißenburg<p>Kundenreferenz bei Vodafone: ;
1938857065;1039756345;1056308867;;Landratsamt Wunsiedel;;;Jean-Paul-Str.;9;95632;Wunsiedel;<h3>Rechnungsanschrift: </h3><p>Landratsamt Wunsiedel <br>Jean-Paul-Str. 9<br>95632 Wunsiedel<p>Kundenreferenz bei Vodafone: ;
1939608067;1040293493;1056309305;;Landratsamt Würzburg;;;Zeppelinstr.;15;97074;Würzburg;<h3>Rechnungsanschrift: </h3><p>Landratsamt Würzburg <br>Zeppelinstr. 15<br>97074 Würzburg<p>Kundenreferenz bei Vodafone: ;
1953855211;1051284941;1056309015;;LfA Förderbank Bayern;SBS IT;;Königinstr.;17;80539;München;<h3>Rechnungsanschrift: </h3><p>LfA Förderbank Bayern SBS IT<br>Königinstr. 17<br>80539 München<p>Kundenreferenz bei Vodafone: ;
1950564061;1048847341;1056308812;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1953768611;1051221541;1056309324;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1939608166;1040293242;1055993592;;LivingData GmbH München;;;Barthstr.;4;80339;München;<h3>Rechnungsanschrift: </h3><p>LivingData GmbH München <br>Barthstr. 4<br>80339 München<p>Kundenreferenz bei Vodafone: ;
1938856965;1039756145;1056011492;;Markt Feucht;;;Hauptstr.;33;90537;Feucht;<h3>Rechnungsanschrift: </h3><p>Markt Feucht <br>Hauptstr. 33<br>90537 Feucht<p>Kundenreferenz bei Vodafone: ;
1942215161;1042129041;1056309506;BayKom2017 Los 1;Markt Hirschaid;EDV;;Kirchplatz;6;96114;Hirschaid;<h3>Rechnungsanschrift: </h3><p>Markt Hirschaid EDV<br>Kirchplatz 6<br>96114 Hirschaid<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1938857115;1039756195;1056309151;;Markt Mittenwald;;;Dammkarstr.;3;82481;Mittenwald;<h3>Rechnungsanschrift: </h3><p>Markt Mittenwald <br>Dammkarstr. 3<br>82481 Mittenwald<p>Kundenreferenz bei Vodafone: ;
1938856912;1039756292;1056308950;;Markt Murnau a. Staffelsee;;;Untermarkt;13;82418;Murnau;<h3>Rechnungsanschrift: </h3><p>Markt Murnau a. Staffelsee <br>Untermarkt 13<br>82418 Murnau<p>Kundenreferenz bei Vodafone: ;
1946213162;1045341543;1056308853;;Markt Nesselwang;;;Hauptstr.;18;87484;Nesselwang;<h3>Rechnungsanschrift: </h3><p>Markt Nesselwang <br>Hauptstr. 18<br>87484 Nesselwang<p>Kundenreferenz bei Vodafone: ;
1947060561;1046059891;1056308956;Heimatmuseum;Markt Obergünzburg;Abt. Museum;;Marktplatz;1;87634;Obergünzburg;<h3>Rechnungsanschrift: </h3><p>Markt Obergünzburg Abt. Museum<br>Marktplatz 1<br>87634 Obergünzburg<p>Kundenreferenz bei Vodafone: Heimatmuseum;
1947061061;1046060291;1056309152;Übergangswohnheim;Markt Obergünzburg;Abt. Übergangswohnheim;;Marktplatz;1;87634;Obergünzburg;<h3>Rechnungsanschrift: </h3><p>Markt Obergünzburg Abt. Übergangswohnheim<br>Marktplatz 1<br>87634 Obergünzburg<p>Kundenreferenz bei Vodafone: Übergangswohnheim;
1947061062;1046060292;1056309318;Rathaus;Verwaltungsgemeinschaft Obergünzburg;Rathaus;;Marktplatz;1;87634;Obergünzburg;<h3>Rechnungsanschrift: </h3><p>Verwaltungsgemeinschaft Obergünzburg Rathaus<br>Marktplatz 1<br>87634 Obergünzburg<p>Kundenreferenz bei Vodafone: Rathaus;
1947061062;1052303941;1056308766;;Verwaltungsgemeinschaft Obergünzburg;;;Marktplatz;1;87634;Obergünzburg;<h3>Rechnungsanschrift: </h3><p>Verwaltungsgemeinschaft Obergünzburg <br>Marktplatz 1<br>87634 Obergünzburg<p>Kundenreferenz bei Vodafone: ;
1947061861;1046061991;1056309501;Archiv;Markt Obergünzburg;Abt. Archiv / Akku;;Marktplatz;1;87634;Obergünzburg;<h3>Rechnungsanschrift: </h3><p>Markt Obergünzburg Abt. Archiv / Akku<br>Marktplatz 1<br>87634 Obergünzburg<p>Kundenreferenz bei Vodafone: Archiv;
1947084461;1046082742;1056236743;Bauhof;Markt Obergünzburg;Abt. Bauhof;;Marktplatz;1;87634;Obergünzburg;<h3>Rechnungsanschrift: </h3><p>Markt Obergünzburg Abt. Bauhof<br>Marktplatz 1<br>87634 Obergünzburg<p>Kundenreferenz bei Vodafone: Bauhof;
1947115962;1046109542;1056309453;Ginzach;Gemeinde Günzach;;;Marktplatz;1;87634;Obergünzburg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Günzach <br>Marktplatz 1<br>87634 Obergünzburg<p>Kundenreferenz bei Vodafone: Ginzach;
1948474711;1047180841;1056309317;;Gemeinde Untrasried;;;Dorfstr.;30;87496;Untrasried;<h3>Rechnungsanschrift: </h3><p>Gemeinde Untrasried <br>Dorfstr. 30<br>87496 Untrasried<p>Kundenreferenz bei Vodafone: ;
1948497061;1047200591;1056055393;;Gemeinde Untrasried;;;Dorfstr.;30;87496;Untrasried;<h3>Rechnungsanschrift: </h3><p>Gemeinde Untrasried <br>Dorfstr. 30<br>87496 Untrasried<p>Kundenreferenz bei Vodafone: ;
1946203111;1045331991;1055982844;;Markt Ronsberg;;;Schulweg;3;87671;Ronsberg;<h3>Rechnungsanschrift: </h3><p>Markt Ronsberg <br>Schulweg 3<br>87671 Ronsberg<p>Kundenreferenz bei Vodafone: ;
1938857066;1039756346;1056309512;Bauhof;Markt Schnaittach;;;Marktplatz;1;91220;Schnaittach;<h3>Rechnungsanschrift: </h3><p>Markt Schnaittach <br>Marktplatz 1<br>91220 Schnaittach<p>Kundenreferenz bei Vodafone: Bauhof;
1938857066;1044194141;1056236793;Kindergarten Osternohe;Markt Schnaittach;;;Marktplatz;1;91220;Schnaittach;<h3>Rechnungsanschrift: </h3><p>Markt Schnaittach <br>Marktplatz 1<br>91220 Schnaittach<p>Kundenreferenz bei Vodafone: Kindergarten Osternohe;
1946013911;1045173992;1056055392;;Markt Zapfendorf;Kommunale Verkehrsüberwachung;;Herrngasse;1;96199;Zapfendorf;<h3>Rechnungsanschrift: </h3><p>Markt Zapfendorf Kommunale Verkehrsüberwachung<br>Herrngasse 1<br>96199 Zapfendorf<p>Kundenreferenz bei Vodafone: ;
1938856982;1039756162;1055846291;;Museumspädagogisches Zentrum;;;Infanteriestraße;1;80799;München;<h3>Rechnungsanschrift: </h3><p>Museumspädagogisches Zentrum <br>Infanteriestraße 1<br>80799 München<p>Kundenreferenz bei Vodafone: ;
1943770862;1043334591;1056309556;BayKom2010/L4 Festnetz;Senioren-Wohnanlage-Platnersberg;;;Platnersberg;1;90491;Nürnberg;<h3>Rechnungsanschrift: </h3><p>Senioren-Wohnanlage-Platnersberg <br>Platnersberg 1<br>90491 Nürnberg<p>Kundenreferenz bei Vodafone: BayKom2010/L4 Festnetz;
1953564911;1051084742;1056309065;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1943640211;1043226741;1056125345;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1943640211;1051901091;1056309057;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1938857174;1039756504;1056309645;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1941672061;1041757491;1056309647;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1941684862;1041765741;1056309150;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1941684864;1041765742;1056308811;BayKom2017 Los1;Landesamt für Finanzen;Staatsoberkasse BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los1;
1941720862;1041781641;1056309451;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKB;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKB<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1941723861;1041783141;1056308951;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1941723862;1041784141;1056308920;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1941726511;1041784641;1056309203;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1941732311;1041788491;1056309104;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1941733261;1041789491;1056308753;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1941733961;1041789941;1056308960;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1941734061;1041790041;1056309467;;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1941734661;1041790241;1056308958;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1941905961;1041918541;1056309405;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1942033611;1042003391;1056308963;BayKom2017 Los 1;Landesamt für Finanzen;Staatsoberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los 1;
1943195811;1042857391;1056308918;BayKom2017 Los1;Landesamt für Finanzen;Staatsorberkasse Bayern BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsorberkasse Bayern BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: BayKom2017 Los1;
1944940911;1044294191;1056309356;;Landesamt für Finanzen;Staatsoberkasse BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
1945128511;1044447041;1056309059;;Landesamt für Finanzen;Staatsoberkasse BayTKA;;Podewilsstr.;5;84028;Landshut;<h3>Rechnungsanschrift: </h3><p>Landesamt für Finanzen Staatsoberkasse BayTKA<br>Podewilsstr. 5<br>84028 Landshut<p>Kundenreferenz bei Vodafone: ;
